GeneSymbol	example_TCGA-LL-A5YM-01A-11R-A28M-07
GYG2	426.9520
SNORA59B	0.0000
SFMBT1	399.9491
CENPJ	121.2584
ATP1B1	1475.5573
RERGL	2.0380
C16orf53	2274.8440
SLC37A2	249.1402
NAT15	1993.6314
FGL2	127.3723
HMGCR	674.5637
NPY	0.0000
CD96	12.7372
GORAB	106.9927
CLEC4D	0.0000
STX18	806.0120
DCAF15	646.5418
LRIG2	34.1358
NETO2	27.5124
LAMB4	2.0380
FZD9	6.1139
OR51F2	0.0000
KDM3B	1084.1931
ITM2B	2555.5980
TTC18	15.5802
ISOC2	5166.2209
RHOJ	65.2146
EXOC3	2516.3673
CCRL1	35.6642
RDH12	1.0190
RDH5	266.3661
CKAP2	190.5490
TMEM184B	1842.8429
PPAT	206.8526
WIZ	1052.0953
KIAA1211	17.3226
RCOR2	12.7372
FBXO4	323.5257
C6	85.0847
OR3A3	0.0000
SYT16	0.0000
ATP2B1	160.4891
PABPN1	3753.9524
LILRA1	0.0000
ATF2	65.2146
ZNF827	0.0000
MKNK1	230.2891
KCNMB3	93.2365
S100A13	16527.3214
C17orf77	0.0000
PLSCR1	102.9168
KLK15	0.0000
TRIM6	19.8701
SECISBP2	622.5958
PIGM	1118.3289
ZNF140	362.2468
CPEB3	21.3985
C14orf115	0.0000
TRIM41	1538.2907
EPHX1	6497.5162
MOCS2	244.0453
RPS3A	6304.4198
CSAG1	0.0000
HSPA2	166.6030
FAM89B	1256.4005
KIAA0831	259.8395
GPR128	0.0000
MYCBPAP	73.8759
VEZT	827.9200
GOLGA7	792.7653
SNORA24	0.0000
GOT1	1201.3756
KCND1	28.0219
MYL3	6.1139
CD200R1	2.5474
SRRM1	548.7199
POC1B	162.5271
CDC42BPG	305.6935
COPS8	1672.6532
EZR	6155.6490
CNGA2	0.0000
FBXL6	486.7660
SNORD121B	0.0000
LOC100272216	0.5095
LOC723972	15.2847
LY6G6D	0.0000
CCDC126	122.2774
SUMO3	1230.4165
LSM12	1719.0167
C3orf23	163.0366
LOC84856	5.0949
DCN	4269.5198
UTP6	1415.8706
FHL2	1178.9581
ADRM1	3915.4248
ROCK2	26.4934
LOC285740	0.0000
LOC494141	0.0000
KRT73	0.0000
GMEB2	563.4951
TRPV5	0.0000
RNF4	886.5113
CCDC6	820.2777
H19	8902.3054
ENTPD7	148.2767
INTS2	171.1884
SLC39A14	612.4061
SAA2	1644.1218
USP30	441.2177
PHF20L1	338.8103
SFRS18	318.4308
ADRA2C	121.7679
SPHK2	629.7185
RPS2P32	7.6423
CRX	0.0000
DTX3L	1557.5086
DNAJB8	0.0000
CWC22	193.0964
RAB3D	1368.4881
GPR85	22.9270
NLGN1	1.0190
C6orf127	16.3037
FOXD1	9.1708
MGP	6279.4548
BYSL	1423.0034
CNIH3	66.2336
CDC25B	1660.4254
LOC415056	0.0000
SNORA2B	0.0000
GMCL1	35.1548
UPP2	0.0000
LOC221122	1.0190
CPSF4L	1.5285
MANBA	1370.5260
MUC15	1.0190
ZNF92	259.8395
ABCA3	5042.4150
GDF11	200.7948
EPN3	998.0894
FAM3D	0.0000
C19orf53	5378.1684
FGF17	2.0380
PRAMEF11	0.0000
POLB	993.5040
SNORA8	91.8711
SOST	2.0380
KCNE4	186.9825
DRAM2	472.2965
ADCY5	37.1927
SFXN4	741.3068
FANCA	197.3863
HTR2A	0.0000
DAZAP2	4722.4557
TRAPPC2	263.9154
LOC100216001	0.5095
KRBA2	13.7562
LOC339788	0.0000
KRT8	35650.8317
SNORD18A	0.0000
DGKB	0.0000
CHRNA9	1.0190
KRT10	1477.0093
ATAD2	604.7637
VCX	0.0000
C3orf34	69.8000
CLIP1	543.1155
PRDX5	7678.0028
FUK	1577.8882
KLB	14.7752
SLC25A11	2152.5920
AGRN	2980.0025
EPM2AIP1	661.3170
CLVS2	0.0000
LRIT3	5.0949
SLC23A1	1.0190
INTS6	190.5490
TRIM33	255.2541
C11orf83	2140.2624
LRRC31	1.0190
GJD2	0.0000
CDKL4	0.0000
?	0.0000
ADORA3	216.0234
ACTN2	5.6044
HBII-52-45	0.0000
VSTM1	0.0000
MRPS6	968.4830
VPS54	225.1942
STX12	610.3681
F7	4.0759
CREBBP	1056.1712
B3GNT5	18.3416
C6orf182	96.2935
SIX6	0.0000
MAN2A1	74.3854
FAM27B	0.5095
C9orf6	152.8468
PITX1	2272.3220
LACTB	405.5534
PPP3CB	524.7739
BOLL	0.0000
ZBTB43	53.4964
ATP13A4	0.0000
GUCY1B2	1.5285
GNA12	607.8207
PCDP1	0.0000
C9orf125	21.3985
WLS	122.7869
RNF207	50.4394
CG030	15.2847
CSRP1	7371.7998
OTC	0.0000
ATAD3B	331.1680
CDK2	634.8236
CALR	25353.2034
OLIG1	34.1358
P2RY13	9.6803
AHCTF1	669.9783
FAM72A	12.7372
ANKRD40	1122.4048
CTHRC1	692.9054
CRYBB3	2.5474
OR8B12	0.0000
MLL5	218.9938
POLI	168.1314
LOC284440	259.8395
SCN8A	1.5285
FAM66C	27.0029
GPR37	41.2686
HAX1	4439.1797
ASAH2	0.0000
PLAA	574.1944
SNORD116-29	0.0000
TTL	489.6192
KHNYN	1316.9176
ARPC2	5046.4909
ACTC1	1.5285
ARHGEF2	1760.7948
BMI1	2282.1042
FAM55A	0.0000
TAS2R46	0.0000
SDF2	3103.2989
ZNF828	104.4453
SPRED2	231.8176
PPIF	1013.8836
LRRC52	2.5474
S100A1	4823.8441
PTGER1	1.0190
GJB2	130.9387
C4orf11	0.0000
IFT27	2705.3878
RNF20	595.0834
ZFAT	198.1913
AVEN	436.6323
OR11A1	0.0000
KLF4	618.5199
CHCHD5	3956.6934
ZC3HAV1L	1.0190
HTR1F	1.0190
HEPN1	0.0000
C6orf195	0.0000
HPS5	137.0526
RPS4X	42537.2564
ANO7	668.4499
OR4L1	0.0000
C22orf40	496.7520
OXGR1	0.0000
PRR5-ARHGAP8	141.8316
EFHB	1.5285
PDILT	1.5285
WNT9B	3.0569
DICER1	1782.7028
LAGE3	4001.5285
CCDC113	444.7841
MAPT	3644.8860
RAB42	29.0409
OR51F1	0.0000
SLC26A2	331.1680
MPHOSPH9	98.3314
ZNF132	4.5854
RBM16	250.1592
SNORA70	0.0000
C17orf55	419.8191
HHATL	0.5095
TNFRSF8	21.3985
ZSCAN1	29.5504
ABT1	838.1098
FLJ30679	0.0000
METTL7A	1382.7538
OR1L4	0.0000
CXCR3	60.6292
TDH	0.0000
NAPSB	187.4920
KCNV2	0.0000
DPH3B	1.5285
PRIM2	93.2365
CEACAM5	11349.3822
NDUFB3	1414.3421
TRAT1	0.5095
VNN3	0.0000
PHYHIP	50.4394
DEFB127	0.0000
LOC390595	7.1328
SEC14L3	0.0000
CHRM2	0.0000
CXorf1	0.0000
BLMH	195.1344
ACTR3C	9.6803
FGF9	3.5664
ACBD6	1168.7683
CLDN11	35.1548
CASQ2	9.1708
GPX7	95.7840
C6orf163	3.5664
ZNF85	102.4073
SNORD114-1	0.0000
RBPJL	0.0000
GOLIM4	19.3606
SASH3	223.6658
LRRC24	129.5886
TTC30B	70.3095
C9orf96	2.0380
EMILIN3	30.1057
IFNAR1	1371.5450
ZNF521	85.0847
PHF1	1323.1435
GRAMD1B	13.2467
CYP39A1	1.5285
NPEPPS	3114.5077
ZP2	0.0000
TRMT61A	1337.4092
ZAP70	29.0409
NCAN	0.0000
HEBP1	1113.7435
FAM118B	121.2584
PLA2G4E	0.0000
LOC407835	113.6161
FAM96A	1332.3144
LONRF3	4.5854
RWDD3	170.1694
NLRP2	1445.9305
TMEM109	1953.3817
CADM4	1333.8428
FAM184A	47.3825
HERC3	154.8847
HMBS	865.6222
MCL1	4420.8381
LYZL1	0.0000
ADAL	246.5928
RNF165	9.6803
GPR84	19.8701
FAM18B2	117.6920
NQO2	900.7770
MED10	1279.8370
GLRX3	1024.0734
OR2AK2	0.0000
NMNAT3	19.8701
RANBP17	0.5095
LYZL2	0.0000
SLITRK5	57.5723
CTAGE6	0.0000
PEX10	370.3172
HIF3A	8.6613
ETNK1	497.7710
RUVBL1	2836.6425
ATP6V1B2	1333.8428
ITGA11	554.3243
ANKRD30B	0.5095
MRPL3	1467.3290
IL18	120.2395
GPR161	97.3124
C15orf61	453.4454
ABCA17P	39.2307
PRAF2	1058.2091
CNR1	154.3752
KDELC2	230.2891
WDR52	24.9650
CNIH4	1198.8282
KCNB2	0.0000
GABARAPL2	2717.6156
CCDC60	0.0000
USP27X	51.4584
SEMA4A	89.1606
HSPB7	121.7679
TM7SF2	1856.5788
STX1A	298.0308
FOXD4L6	2.5474
YIPF6	97.3124
EIF3L	8484.5243
FGF2	26.7380
PRF1	106.4833
ZNF543	53.4964
SRM	2902.5602
OR52B4	0.0000
PCDHGA5	1.5285
HTRA1	6057.8270
LOC220429	1.5285
ALPI	1.5285
IGSF5	3.5664
C6orf217	3.0569
P2RY2	23.9460
CNDP2	4537.5111
PRMT8	0.0000
KIAA1586	39.7402
TEX10	191.5680
GJD4	0.0000
MRPL24	7411.5399
USF1	2083.3015
RETSAT	1169.7873
C15orf54	0.5095
FAM176B	3181.9080
TADA2A	129.4103
NLRC5	260.8585
HIST1H2BK	3915.9343
FUNDC2P2	4.0759
KCNAB1	24.4555
CD83	231.3081
ORC3L	195.1344
HIST1H2AL	0.0000
ACCN5	0.0000
FAM163B	0.0000
PQBP1	1694.5612
CMAH	49.4205
SUV39H1	330.6585
SNORA66	0.0000
CACNG5	0.0000
TRAF1	91.7081
BCS1L	555.3433
PLB1	6.6234
HSF5	1.5285
APOH	0.0000
RCOR3	523.2454
RANGAP1	7003.4391
C14orf106	139.0906
HDLBP	16105.4643
ZNF691	356.6425
IGLL1	0.0000
KRT74	0.0000
KNG1	0.5095
C11orf58	1417.3991
MATN3	358.1709
OR4S1	0.0000
ZNF589	259.8395
PATE4	0.0000
FXYD7	3.0569
PABPC1P2	0.0000
SNORA38	0.0000
NUPL2	192.5869
LRIG1	1515.5216
C9orf172	1.5285
PCBP3	101.3884
KIAA0649	267.9913
PIN4	582.3462
NR1D1	456.1050
SLC2A1	1411.2852
AKIRIN1	335.2439
TMEM104	757.6105
MYBPC2	0.0000
FSIP1	660.8075
MXD3	970.7146
ZNF793	76.4234
CHRNB3	0.0000
PCTP	576.7418
NPTX1	5.6044
SFTPC	3.5664
POP4	1552.9232
CSNK2A1	866.1317
FASN	7892.4978
C16orf89	18.8511
SYP	55.5343
GIMAP1	188.5110
BHLHE41	230.2891
AGAP6	35.6642
ATXN7L3	1009.2982
PIF1	103.4263
GLIS2	462.1067
CRTAM	5.0949
DAXX	3134.8873
DPP9	1637.4984
CYB561D1	95.7840
ARL13B	50.4394
COQ9	1594.7013
KCTD2	2084.8300
FGFBP2	33.6263
SNHG8	1358.2983
MCM10	230.2891
SERPINB5	4.0759
ZNF124	13.2467
RAB27A	498.7900
NEK1	151.3183
ABHD1	198.1913
RNMT	373.4556
SNURF	0.0000
DEFB119	0.0000
MAP2K2	6340.5936
CDCA4	346.9622
C8orf51	103.4263
ANXA7	1372.5640
OR52K1	0.0000
LRRC16A	193.0964
HTRA2	991.9857
CABLES2	109.5402
ATP5D	7849.1912
C12orf23	1232.4545
UBE2G2	1604.3816
ABCB11	0.0000
PNLIPRP3	0.0000
RIC8B	248.1213
CCDC135	1.5285
C14orf166B	0.0000
MMP7	503.3754
ABHD11	857.9799
GIT1	3477.7735
CRYM	3.5664
ELK3	57.5723
ZNF846	90.1796
BTK	66.7431
RPL36	26816.4565
DYX1C1	52.4774
DNAH3	0.0000
LENG9	801.5794
PTTG2	1.0190
RBM11	0.0000
CREB3L4	9935.1573
ZNF398	489.6192
COL1A1	82456.7571
RCOR1	419.8191
TARSL2	192.5869
TXNRD2	3913.3868
MORC1	0.0000
VAMP3	1280.8559
UBXN7	102.4073
CSRP2	145.2044
ACTR1B	1188.1289
RNASE10	0.0000
FLJ39582	275.3942
MMP26	0.0000
PDCL	203.7957
PPAPDC1B	444.7841
SDCBP	1237.0399
SAMD4B	422.3666
SNORD113-2	0.0000
RAD50	1314.9917
OR4C3	0.0000
PPCDC	1037.3201
L3MBTL2	1529.9809
OR10G7	0.0000
ENKUR	0.0000
ITPR2	590.4980
SDR42E1	1.0190
SYT13	4684.2440
BRAP	767.2908
UBA7	1479.0473
F3	43.8161
FCN3	43.8161
LMX1A	2.5474
FAM21B	358.9454
TRPA1	0.0000
GDF1	11.4482
DNMT3A	477.3914
C9orf27	0.0000
MSH6	1164.1829
SERPINI1	489.1097
SAMM50	3418.6626
ERAS	0.0000
CPXM1	947.6500
CXXC1	1137.1800
ST7OT2	0.0000
SNORA63	0.0000
ANKRD9	225.7037
FAM73A	80.4993
LOC283922	5.0949
ANO8	173.2263
SDC4P	0.0000
CD248	2131.1935
ARHGDIA	17557.5086
TP53TG3B	0.0000
MRC2	2858.2346
HSPA14	485.5432
RNF115	338.8103
C21orf91	104.4453
TRIM52	73.3665
NCRNA00204B	7.6423
EZH2	543.1155
MUC13	299.0702
UST	124.3154
ADAM2	0.0000
OAS3	659.2791
TMTC2	21.3985
SNORA58	0.0000
LOC284632	0.0000
OR51D1	0.0000
HIST2H2BA	3.0569
ZNF202	97.3124
LOC100128822	150.2993
FLJ41941	0.0000
HIST1H2AB	0.5095
GPR150	1.0190
TXNL1	1590.1159
MICALL2	923.1945
PTCHD2	11.7183
PIGA	38.7212
LIMS2	500.8279
RPL17	7276.5253
THRA	428.3684
SLC30A4	3.5664
PLCZ1	0.0000
TSPY4	0.0000
FLAD1	2853.1397
A2BP1	0.0000
ARMC8	338.3009
FCRLA	7.6423
GOLGA8E	0.0000
C3orf77	0.0000
C17orf44	30.5694
RFX5	986.3712
CTU1	207.3621
GALNTL4	453.4454
GGH	79.4803
ICT1	1463.2531
DRAM1	608.8396
EFHD1	2460.8330
PPP2R5E	315.8833
GRIK4	0.5095
THBD	807.5404
YLPM1	839.6383
NETO1	0.5095
C10orf90	0.0000
GALNT5	86.1037
SNORA5C	0.0000
FAM86C	194.1154
ZNF710	40.7591
TSPYL1	1550.8700
PCIF1	1493.3130
TNFSF14	0.0000
C1orf123	841.1667
LGR6	7.6423
BRSK2	3.0569
GARNL3	41.2686
KBTBD2	557.8907
LRMP	16.8131
DIMT1L	284.8045
CDHR4	0.5095
NDUFC2	3668.3225
STOML2	3177.1749
GRB14	10.1898
SNORA64	0.0000
YTHDC2	313.8454
ZNF664	2037.4475
FAM190B	204.8147
VPS37D	407.0819
ALDH6A1	143.1359
FAM120C	149.2803
APOB48R	876.3215
TMCO2	0.0000
NPTN	1552.9232
MAN2B2	2080.2446
S1PR5	28.5314
SCAND2	279.2001
LCE1E	0.0000
SPINT2	20119.7300
DOLPP1	321.4877
ZSCAN12	47.8920
ZNF804B	0.0000
SLC13A5	4.0759
DDIT4L	16.3037
ETV6	432.0469
ENOX2	71.8380
BEND4	0.0000
ALAS1	1380.2063
TMEM229A	0.0000
TEX14	2.5474
CORO2B	14.7752
CT45A6	0.0000
INCA1	83.0467
SEMA3F	4368.3607
RFNG	2946.3763
PDGFC	75.9139
DLG4	235.8935
ARSE	56.0438
FAM134B	5240.6063
ATF6	2188.7658
HEATR4	7.2246
FLJ22536	6.1139
C14orf132	77.4424
TAS2R7	0.0000
GABBR1	346.9622
PATE3	0.0000
ETS2	897.7200
RASD1	3429.8815
YARS2	249.1402
OR1Q1	0.0000
GP9	0.0000
FAM48A	234.2020
C7orf69	0.0000
CCDC99	206.3431
C17orf60	16.8131
ARSH	0.0000
MRPL36	1337.4092
RAB33A	18.8511
PARP4	642.4659
CDC25C	334.2249
ANXA13	2.0380
CFP	25.4745
LOC145474	0.0000
C1orf189	0.0000
OSCAR	110.0497
BTN3A3	319.9592
SULT1A2	220.0994
GABRG3	0.0000
ULBP1	1.5285
GEMIN8P4	63.1767
LOC727677	0.0000
PAQR6	187.4920
HNRNPM	5542.2239
RAB4A	1052.5080
DNAH6	8.1518
HSP90AB4P	8.6613
CXCL13	8.6613
SNRNP27	540.5681
TRIM16L	95.2745
ATP6V0A4	0.0000
ZNF518B	30.0599
ENDOD1	728.5696
PTPLA	9.1708
C20orf123	2.0380
NFKBID	32.0978
RPS6KA6	0.0000
C6orf125	4405.3496
ID1	802.9550
PARD6G	121.7679
TRIM66	168.1314
ZP4	0.0000
REC8	46.3635
ZNF425	70.8190
ZFP62	685.7725
ACOT2	486.0527
WBP11	2935.6770
CARD10	1129.6446
SOX15	3.0569
SIK1	2289.1351
KCNA3	0.5095
ZNF317	675.5827
NFKBIL2	497.2411
SNCB	1.5285
LYAR	265.9534
ZNF692	1131.0661
MEF2A	105.5254
C17orf95	1051.0763
LYNX1	74.3854
PTPN4	46.8730
UNC5CL	77.9519
HIST3H2BB	0.0000
C14orf143	226.7227
RPS4Y1	0.0000
SRP72	2001.7832
SPATA7	278.1811
ENPP5	1446.4399
GPR182	0.0000
SLC3A1	5.7419
CORT	19.9363
DTYMK	2720.6725
C10orf55	1.3603
B3GNT6	0.0000
E2F4	947.1405
NCRNA00181	317.9009
ACRC	6.6234
LOC400804	0.0000
FLJ23867	6427.2067
FMOD	16512.5462
TAF12	312.8264
COL6A3	7105.3369
C14orf183	0.0000
BAT2	4011.2088
ANKRD10	475.3535
PYGO1	0.0000
LOC647979	5025.6018
OR2A7	87.6321
NFKBIA	1266.5902
TNFRSF25	48.4015
SNORD114-8	0.0000
LARP1B	123.8059
LOXL2	684.7535
KIAA2013	1803.0824
CT47A1	0.0000
PGS1	633.8046
C4BPA	0.0000
KCTD6	235.3840
DAZAP1	2580.5630
OR51G2	0.0000
HEMK1	1405.6808
CD207	0.5095
CD3G	4.5854
CARD17	0.5095
CSMD1	0.5095
LPPR4	8.1518
FOXK1	350.0191
C1orf103	183.9256
TFEB	699.0192
UBP1	1343.5231
C9orf5	602.7258
PALB2	133.9957
LYVE1	76.9329
MTMR9	98.8409
HAUS1	496.2425
MYH13	1.0190
COL11A1	441.7272
TBX22	0.0000
SPC24	44.3256
FLJ10661	22.9270
MBD3L2	0.0000
GPR137B	258.3110
ALDH1A2	7.1328
SSX6	0.0000
NUP210	3487.4538
C12orf26	68.2716
FRMD6	166.6030
UTP14C	311.2979
SNORD115-25	0.0000
SPANXC	0.0000
OR2Y1	0.0000
HIVEP3	156.4132
HMCN1	64.7051
MYL6	48323.0162
AGA	434.5943
NUF2	245.0643
PIP5K1A	620.5579
SSTR4	0.0000
SNX14	726.0222
MPPE1	754.5536
PRSS36	94.7650
NIPSNAP3A	256.7826
ADSL	1454.5918
C4orf22	0.0000
ATRX	278.1811
C6orf147	1.0190
LOC151658	0.0000
FAM19A2	3.5664
SNX4	417.2717
ADCY10	0.0000
SULF1	1764.8707
ADCK5	294.9943
SOHLH1	0.0000
CLCN4	11.2088
OR2M5	0.0000
LOC283404	0.0000
RLN3	0.0000
ADAMTSL3	81.0088
GGPS1	1219.7172
LOC100286844	33.5957
SCARF1	146.7329
TREML1	5.0949
CLDN14	17.3226
MAPK4	5.6044
TPD52L3	0.0000
C12orf61	7.1328
SNORA25	0.0000
FAM96B	2030.3146
FCRLB	1400.0764
TNKS	294.4848
AGBL1	0.0000
CCT6B	256.7826
RBMY1B	0.0000
RASL11B	169.6599
MIR17HG	10.6993
TWF2	3058.7543
DACT2	0.5095
C14orf126	214.4593
POLD4	6922.9398
GOLGA6C	0.0000
CAPN7	391.7972
ESD	1648.1977
C1QB	4746.9112
TRIM39	428.4804
STX8	245.0643
C8B	0.0000
KRTAP3-3	0.0000
MTMR15	521.1667
C4orf51	0.0000
SNORD99	0.0000
ZFPM2	22.4175
MAP1B	413.1958
HOXB1	0.0000
MAGEB1	0.0000
RSBN1	109.0307
AGPAT3	1485.1611
SAPS3	748.4397
PPID	775.9521
PTGR1	120.2395
OAZ3	157.8754
SNORD8	0.0000
CYP4X1	96.8030
CD52	308.2410
SLC9A7	11.2088
CENPC1	100.8789
UHRF2	329.6395
CTSL1	2304.9293
SSU72	3399.3122
XPO7	622.5958
SNORA32	0.0000
C8orf56	0.5095
ANKS1A	444.7841
SMPX	0.0000
MXRA8	2574.9586
FAM180B	9.6803
CC2D1B	446.3126
TMEM135	194.1154
CNKSR2	0.0000
IMP5	0.0000
STK38	1245.7012
HLA-E	7338.6830
RRAGA	2943.8288
KDM5A	367.8512
LEPREL1	45.8540
CLRN1	0.0000
GLB1L2	102.4073
SV2B	43.8161
NUBPL	262.3870
PCGF2	891.7183
TMEM18	811.6164
VWF	7055.9164
TET2	150.8088
KRTAP19-8	0.0000
MTO1	203.7957
CKS1B	2484.7790
PRB1	0.0000
EYA1	1.0190
ROMO1	3858.8715
UBE2Z	4653.6747
LOC100128554	0.0000
ACSS2	860.5273
ARHGEF1	2688.0652
C17orf89	2298.8154
HAS2AS	2.7054
STOML3	0.0000
GJB7	0.0000
FBXO25	630.2382
C8orf22	0.0000
A1CF	0.0000
CCDC105	0.0000
ZNF238	28.5314
AGXT2	0.0000
FZD1	514.0746
H2BFM	0.0000
SNW1	2090.4343
TBC1D25	316.3928
SIAE	343.9052
CLEC18C	0.0000
TIMELESS	1155.5216
ABCB1	7.1328
SSX5	0.0000
DNHD1	25.4745
LOC389033	0.0000
TSPAN17	2062.4124
RAD51L1	97.8219
CCDC48	699.5287
PLBD1	507.9608
RNF13	706.6616
LOC286359	0.0000
TRPM8	0.0000
ATP7A	55.5343
TCIRG1	2079.7351
SLBP	814.6733
TECRL	0.0000
KIAA1009	33.6263
TRERF1	223.1563
FABP6	11.2088
RPPH1	52.4774
ZNF697	71.3285
COG8	782.0099
ZW10	263.9154
POLR3B	182.3971
CDC6	562.9856
TMEM132C	47.3825
TTLL10	5.0949
TTC3	2338.0461
LOC388588	164.0555
GOLGA6A	0.0000
COPS3	898.7390
HDGFRP2	3478.2830
LOC100130581	149.2803
ZNF569	103.9358
CHSY3	31.5883
DEFB110	0.0000
DTX3	1472.9334
TAAR6	0.0000
NUMA1	7058.5301
ARSJ	7.6423
APCDD1L	10.1898
TM9SF4	1712.3933
ELOVL6	476.3724
C1D	239.4599
C21orf34	4.0759
OXCT2	1.5285
FLJ36000	0.0000
ATP1B3	3273.4683
RPL31P11	7.1328
POU2F1	129.9198
GRAP	244.0453
PDIA2	7.6423
FOXA1	5009.2982
PRSS35	2.5474
ANTXR1	663.8645
TESK1	1884.6007
GFM1	1438.2881
H3F3B	51532.2889
RNF7	1908.0372
SART3	833.5244
CHORDC1	201.2482
DGKG	1.5285
LOC153684	12.2277
FOXP4	2000.7642
DCTN5	1582.9831
TRIM11	1474.4619
C12orf12	0.0000
HSD3B7	2608.5849
GJC1	87.1227
B3GAT1	1.0190
C15orf34	16.3037
ATAD1	384.1549
C20orf144	0.0000
SPATS1	0.0000
TNFRSF13B	5.0949
NKIRAS2	1233.4734
CDK18	640.9375
CREB3L3	1.5285
OBSCN	199.3580
GRB2	6164.3103
MAGIX	227.2322
FOXRED1	425.9330
IL1RAPL2	0.0000
WTAP	695.9623
ARL6IP4	7214.3676
B4GALT4	607.8207
ZNF610	15.2847
SIT1	27.0029
COX8A	7388.6129
ZNF655	808.5594
SEC14L5	3.5664
C10orf41	9.6803
RPL30	27802.8277
EN1	45.8540
HOXA13	0.0000
LCE1B	0.0000
PLCG2	94.7650
TMIGD2	1.5285
PPIL6	16.8131
NUDT10	3.0569
TIGD6	248.1213
ATP5SL	1236.5304
FOXH1	26.2591
VARS	6984.0785
CCDC117	1201.8851
PAIP2B	580.3082
EPB49	564.5141
AKAP3	0.5095
ITGB6	384.1549
DUOXA1	2.0380
ZNF264	306.7125
FAM100B	2000.7642
SLC9A4	0.0000
C8orf37	13.2467
EHD2	2148.0066
C19orf18	9.1708
GSG2	25.9840
CCR2	14.2657
MAPKAPK3	1811.2342
EFNA1	3250.5413
FAM102B	330.6585
TRIP12	1975.7993
COX4NB	1043.4340
CYB5R4	114.6351
FAM117B	290.9184
ZDHHC12	1628.3276
HEPACAM2	0.0000
RP1-177G6.2	0.0000
PAX7	2.5474
VTI1B	2305.8871
SHISA2	30.5694
MBD5	105.9738
NUP133	1226.8501
C20orf20	482.9958
RUNDC2A	5.6044
CD34	1568.2079
PVR	1602.3437
SNORD22	0.0000
OLAH	0.0000
NNT	921.6660
NEK11	128.3913
TAS2R41	0.0000
XRCC1	1320.0866
MAP4	4564.0046
BEYLA	0.0000
CST8	0.0000
GSK3B	695.4528
ZNF131	281.2381
SHISA5	7990.3197
C19orf75	0.0000
KERA	5.0949
ZNF517	266.9724
CSNK1A1	6592.2812
PRPS2	356.6425
CATSPER3	15.7942
FNBP1	209.4001
GUCY2D	66.2336
EPB41	478.4257
NRARP	385.6834
NOMO1	6528.0856
PCDHB14	42.7971
KIAA0319L	3186.3457
C1orf146	0.0000
RHCG	43.3066
REEP1	460.0688
PRDX4	3043.6887
NUP37	442.2367
AIM2	2.5474
UHRF1BP1L	234.8745
TLR8	7.1328
DUSP5	457.0118
OPN1LW	0.0000
PHOX2A	1.0190
NDOR1	854.9229
ALDH4A1	991.9755
PSMA1	1388.8677
C17orf99	3.0569
TMEM117	91.7081
DERA	284.8045
GPSM3	340.8483
NAV3	7.1328
PPP1R11	1945.2299
DNAJC18	141.6380
C10orf78	85.5942
KCNH4	1.5285
LEKR1	34.1358
TRHR	0.0000
NME6	294.4848
B3GAT3	1637.4984
FOXQ1	28.5314
CLDN20	0.0000
SNX22	1049.0944
LOC150381	190.0395
ADAM33	43.3066
SRL	4.5854
C11orf2	3663.2276
NKAIN3	0.0000
DYNC2H1	40.2496
DHDH	217.0424
ZNF843	14.2657
OR4D6	0.0000
SYTL4	871.2266
WDR1	6297.2870
BPI	0.0000
DUSP9	1.0190
KCNK3	1157.5595
REM2	149.2803
NAA16	92.7270
AGPAT4	108.5212
TKT	6197.4271
C12orf10	2347.2169
CRYBA4	0.0000
ORMDL3	4372.9461
DNAL1	341.8673
C17orf49	3514.9357
DDX17	4825.8821
CDK4	4036.1737
MAST3	537.0017
PPAP2A	578.6269
TET3	106.4833
GMFG	529.3593
MAP7D2	0.0000
OR2L13	0.0000
RNF213	2880.1427
MAPK10	36.6832
GIGYF1	1296.1406
MTERFD3	403.0060
P2RX5	12.0494
FLNA	14036.9380
DAO	0.0000
ZSCAN10	0.5095
PES1	6222.3921
OR52A5	0.0000
OR7A17	0.0000
C1orf229	55.5343
HIST1H4J	349.0001
WWC3	123.8059
MC3R	0.0000
CRABP2	5572.2838
PABPC1L2A	0.0000
UROC1	0.5095
TMEM132D	0.0000
GSTM5	117.1825
AIM1L	6.6234
TTC14	271.0483
TMEM187	1137.6895
PCDHGB4	0.0000
FNIP2	10.6993
FAM171A2	117.1825
TAS2R13	0.0000
RNMTL1	568.0805
FAM47C	0.0000
ZNF649	25.4745
FASTKD1	292.9563
SLC19A3	318.4308
LRRC37A3	128.9008
SNORD116-18	0.0000
THEMIS	9.6803
WDR17	23.4365
ATMIN	1039.3580
STARD13	162.5271
SFTA1P	0.5095
LQK1	64.7051
RNF14	1572.7933
GCLM	102.9168
FBXO28	660.8075
HOXC13	406.0629
TSPYL6	0.0000
MRPL17	2318.6855
PF4	0.0000
TTTY7	0.0000
OR52E6	0.0000
SNORD86	0.0000
OTUD1	475.3535
ARID3B	102.4073
TCHH	3.0569
THSD7B	1.5285
CTF1	151.3183
CT45A5	0.0000
IBTK	730.0981
PACS1	2220.3541
TRIM37	731.2801
ATXN2L	1866.7686
PDPN	157.4322
NDUFA13	17987.0743
RPL13P5	3.5664
NCRNA00174	99.8599
BCAR1	3017.1953
LUM	5470.8954
PBX4	14.2657
SNORD115-3	0.0000
IFLTD1	0.0000
OR2G2	0.0000
HSH2D	769.8382
GGT7	1152.4647
CCDC85B	1511.1451
GYPE	4.5854
EDC4	2606.0374
LY6D	1.5285
SNORA71A	0.0000
