GeneSymbol	example_TCGA-LL-A5YM-01A-11R-A28M-07
SPOCK2	152.8468
CSN1S1	0.5095
SNORA76	0.0000
SFRS14	757.1010
SPDYE8P	29.5504
DCLRE1A	97.3124
IL20RB	17.8321
SIX3	0.0000
PADI2	73.8759
NUDT11	3.0569
RPUSD4	306.2030
C6orf89	3115.0172
EML4	407.0819
SCARA5	17.3226
HAPLN4	2.0380
NHSL1	58.5913
IGFBP4	46555.0885
C5orf22	485.5432
LY6E	10852.1207
TREML2	0.5095
CCDC96	189.0205
GCNT3	0.0000
HGFAC	0.0000
C2CD2L	667.9404
CC2D2B	4.0759
VNN1	19.8701
MRPL38	4115.1955
TLK2	660.8075
C10orf99	0.0000
GPHN	319.4752
NIPAL4	1.0190
C20orf165	2.0380
NUDT4	674.5637
OR6N1	0.0000
KLF11	188.0015
WWC2	79.9440
PRDM13	0.0000
DLL1	25.9840
CXCL10	82.5373
NKX2-6	0.0000
CAMK2D	103.4263
EFCAB4B	28.5314
NDUFAF1	804.9930
TMEM9B	983.3142
BCAT1	221.1183
ACTL7B	0.0000
GIMAP8	149.7898
RBM8A	2504.3281
SLITRK1	0.0000
SLA	147.7519
TBC1D14	492.1666
EHD3	195.1344
C1orf185	0.0000
MOBP	0.0000
LOC96610	19858.6269
CHURC1	1197.2997
OXCT1	516.1126
CLDN15	305.6935
POLM	485.5432
PLA2G4C	263.4059
SLC30A2	0.0000
NR1H3	630.7477
LOC729991-MEF2B	6.2922
C18orf1	426.4425
TWIST2	56.0438
SGK3	57.6130
GNG4	1423.0034
TM9SF1	3097.8831
INO80B	1136.7214
LGR5	1.0190
TACC3	2301.3629
CDKN2A	820.2777
C14orf1	1404.1523
GMPPB	589.9885
C22orf31	2.0380
HSFYL1	0.0000
SLC6A13	2.5474
KRTAP6-3	0.0000
UTP23	256.2731
MRPS22	581.8367
UBE2M	3853.7766
SMARCA5	782.5755
TRPM4	2185.1993
C1orf177	0.0000
PARK7	7922.5576
DMRTA2	0.0000
CNNM1	0.0000
COBRA1	1475.9903
IL15RA	156.4132
PRPF40A	1095.4019
FTHL3	441.2177
FASLG	5.6044
CCDC63	0.0000
ARL1	2618.2652
DAP3	3381.4801
C5orf49	0.5095
C19orf52	787.6704
COX5B	6218.8256
GGTLC1	6.6234
EPB41L2	250.1592
TRIM48	0.0000
KIAA1328	78.4613
BDNF	0.0000
CRYGA	0.0000
MCRS1	1918.7365
PPP3R2	0.0000
LMOD3	0.5095
TCP11	0.0000
NUDT2	910.9668
IKBKB	997.5799
FAM135B	35.6642
C17orf66	0.5095
SNORD127	0.0000
KIAA0907	539.0396
SPCS3	1967.6474
KCNJ5	24.9650
HBII-52-27	0.0000
E2F5	84.5192
CLDN23	130.4292
CT45A1	0.0000
LOC100132724	2.5474
SNORA48	0.0000
TANC1	273.5957
C10orf28	175.2643
ANKRD13A	677.1112
MAN1A1	278.1811
C14orf176	53.4964
ALS2CR8	32.6073
LIPN	0.0000
RIT1	383.1359
FAM153B	0.0000
FIS1	4872.0927
IL17RD	95.2745
AQPEP	12.7372
IRF2	241.4979
SNCA	23.4365
MECOM	65.2146
MRAS	910.4573
DBC1	0.0000
HINT1	5382.7538
CLEC3A	22.9270
MDH2	8309.7695
ATP8B5P	142.1475
RABAC1	9707.2984
WDR74	1156.0311
NDUFA7	3470.6407
C20orf202	2.0380
PTPN9	510.5082
TRIM53	0.0000
EMILIN1	2555.0885
SPINT1	8464.6542
PL-5283	1382.2443
HELT	0.0000
SUMO2	4760.6674
B3GNT2	249.1402
WDR43	459.0498
PTPRR	2.5474
C10orf128	0.0000
MARCH2	1553.4327
ARRB1	388.7403
NMD3	313.3359
TDRD7	222.6468
AHNAK	9429.1173
OVGP1	48.9110
C20orf186	2.0380
FOS	2337.0271
HSP90B3P	5.6044
TRMU	1245.1917
C19orf73	194.1154
LOC93432	0.0000
PAK2	1473.4429
LYPLAL1	569.6090
UNC13D	430.0089
SLC6A3	0.0000
NCBP1	438.1607
PCDHA1	791.2419
LOC100130691	12.2277
SIN3A	1113.2340
LOC153328	3.0569
CYB5B	1571.7743
USP19	1717.4882
GSTA1	2.5474
TPP2	317.9213
C21orf128	0.0000
LYSMD3	135.5241
NFE2L2	598.6499
LOC149620	0.0000
USP43	109.0307
LOC100268168	13.7562
NPL	265.4439
SLMO1	123.8059
PTGES2	1872.8824
MED12L	12.2277
CHID1	1889.1861
FBXL17	545.1535
DDIT4	977.2004
TRIM50	0.0000
HNMT	999.6179
OXSR1	587.9506
ROS1	0.0000
ATPAF1	1042.4150
PHLDB3	1702.2035
MRGPRD	0.0000
MLLT1	2126.6081
RPGRIP1L	133.9957
C1QTNF2	22.4175
PHLPP2	184.3383
AASS	160.9986
TRIM3	637.3710
FAM131B	3.0569
MARCKSL1	4542.0965
CHM	111.0687
CHMP1A	6264.1702
LRCH1	111.0687
CCDC104	974.6529
HCG27	46.8730
ANKRD34A	9.6803
LUC7L3	1737.8678
KIAA0564	257.8016
SCARNA9L	0.0000
ZG16B	4132.4672
MBOAT2	591.0075
LOC255025	0.0000
C6orf154	523.2454
CDKN2B	233.3461
TM7SF4	13.7562
ARRDC5	2.0380
ASZ1	0.0000
DCAF8L2	0.0000
NAV2	495.2235
RACGAP1P	5.6044
PKHD1L1	3.5664
KCNK5	90.1796
KCND3	11.7183
OR5B3	0.0000
PPBPL2	0.0000
MAEA	1102.0252
LOC401387	1.5285
TAF3	186.9825
KLRC1	2.5474
UBQLN3	0.0000
GPR156	0.0000
WRNIP1	1218.1888
HAPLN3	309.2600
FAM98A	1220.2267
HLA-DRB5	715.8324
TCF20	637.3710
LONP1	3964.8452
CTNNAL1	169.1504
BTRC	263.4059
OR13C8	0.0000
CASC1	4.0759
PNLIPRP2	0.0000
CEACAM8	0.0000
CEACAM18	0.0000
PLS1	285.3140
EIF2C3	38.2117
ZNF432	17.3226
SHFM1	4168.6409
TSC22D4	1988.0270
POTEH	0.0000
ZHX1	195.6439
HRASLS5	72.8570
IFNA6	0.0000
SCFD2	306.2030
CYYR1	175.2643
SULT2A1	0.0000
SP6	113.1066
C16orf61	788.0932
NLN	183.4161
GPR68	373.9651
QARS	4221.6278
FDX1	270.0293
AP1G1	1396.5100
NOTCH2	1061.2661
IKBKE	426.9520
C3orf71	103.4263
SWAP70	341.3578
COL5A1	6397.6563
SHF	86.1037
BAGE	0.0000
C4orf35	0.0000
FAM200B	303.1461
DYM	524.2644
CCDC18	24.4555
FAM32A	2114.8898
PIP5K1P1	0.0000
ZSWIM6	128.9008
OR52B2	0.0000
NTSR1	98.3314
APEH	5404.1523
RPRML	0.0000
SPOP	1577.8882
OR7E5P	0.0000
PRKD1	25.4745
FATE1	1.0190
SNORD55	0.0000
NBEAL2	554.3243
WDR83	623.6148
FFAR3	18.8511
CXorf65	1.0190
OCA2	0.0000
TOR2A	606.2922
CD53	337.2819
GNPDA1	1045.9814
BARHL2	0.0000
PDZD9	0.5095
CDC23	410.6483
PIH1D1	4007.1328
S100B	177.3023
CREG2	1.0190
MTX3	110.0497
CDC40	227.7417
LRRC8B	213.9855
FLRT2	82.5373
SPESP1	6.1139
NUMB	714.3039
ENHO	57.0628
C15orf29	188.0015
ABLIM2	127.3723
RGS22	58.0818
C2orf80	0.0000
BBS5	121.7679
GCFC1	206.3431
TTC21B	204.8147
LY6G5B	28.5314
LSM4	7358.5531
LOC100287704	0.0000
OR4S2	0.0000
LRRC4B	4.0759
ZNF394	530.3783
HBXIP	1791.8736
C5orf53	176.7928
CCR8	0.0000
IFT172	438.6702
KLF7	4.5854
MAP3K9	24.4555
MUSK	0.0000
ABHD15	591.0075
ZNF287	148.7709
FBLN2	1184.5625
GBP6	2.5474
PTP4A1	1979.3657
FAM113A	882.4354
GUCY1A2	3.5664
FKSG83	0.0000
PGAP1	63.6862
DECR1	1811.2342
ILDR1	304.1651
USP46	153.8657
CBX2	146.2234
TPTE2	1.0190
MIF	26666.6820
ROGDI	1912.6226
C17orf70	2851.1018
FCRL4	0.0000
ANXA11	4976.1814
CCR1	80.4993
OR7E37P	0.0000
KRT20	0.0000
SPATA19	0.0000
SCMH1	228.2512
C11orf82	95.7840
GLIPR2	606.2922
FGF4	0.0000
USP18	387.7213
LOC100128842	1.5285
CHRNA5	11.7183
IFT74	278.1811
MLL2	500.6496
SIVA1	2878.1047
TMEM102	831.4864
SPATA17	60.1197
C5orf24	600.1783
SNAP47	1531.3514
KLK12	0.0000
CGA	488.6002
MSRB3	156.4132
OR52J3	0.0000
PNMA3	0.0000
LOC441454	1.0190
MYH15	15.2847
LAPTM4B	4509.4892
MYH6	0.0000
TGOLN2	2971.3412
TLN2	433.0659
FLJ35024	13.7562
CALCRL	162.0176
CCDC160	3.0569
TMEM189-UBE2V1	0.0000
NLRP6	0.0000
C6orf27	59.6102
PPP1R12A	474.8440
DLK2	1.5285
CRCP	1069.9274
NAP1L1	6640.1732
CCDC68	1.5285
CUX2	0.0000
CYP3A4	0.0000
NDUFS3	2230.7731
C11orf74	243.0264
PDE6H	0.5095
SMURF2	205.3242
RPS3	23235.7661
MFSD7	1091.9322
CARS2	904.8529
PTPN6	952.7449
PPOX	842.6952
FAM71E1	140.4764
THTPA	866.1317
SNORD113-4	0.0000
LRRC47	1479.5567
POC5	157.4322
PIK3AP1	127.8818
OR2T11	0.0000
STT3B	426.4425
MAP2K4	895.1726
GGTLC2	152.3373
ACSF2	855.4324
CDK9	1255.3815
OR4C15	0.0000
DLC1	1152.9741
GPR52	0.0000
JMJD5	96.8030
SETD4	266.4629
ARID2	352.5666
SLC17A7	17.8321
ROM1	95.7840
TMEM186	692.3959
DUOX2	1.0190
TTC21A	83.5562
FAM190A	1.5285
SNORA53	0.0000
CHRM5	1.0190
C1orf43	8124.3154
NRM	1120.8763
PNPLA5	0.0000
EFNA4	416.2527
BNIPL	25.4745
CCDC30	18.3416
GNRH2	1.0190
CHP2	0.5095
CPSF3	1218.6983
DMRTC1	0.0000
ZFR2	0.0000
FRK	68.2716
PLP1	5.0949
FAM48B2	0.0000
GBAP1	4007.1328
PIH1D2	15.7942
NECAP2	937.9697
ICAM4	4.5854
REG3A	0.0000
B3GNT7	30.0599
FOLH1	6.6234
HSPB1	86959.1135
DEGS1	1671.1247
HORMAD2	0.0000
UTS2R	0.0000
CD28	19.8701
FOXP3	6.7354
NSUN6	226.2132
LOC84740	2.0380
FABP4	12927.2704
OR5M8	0.0000
ZBTB4	2547.4462
PCGF6	77.9519
SNORD115-2	0.0000
EIF2A	1262.0048
CYP2S1	33.6263
ZNF784	234.3650
BTBD6	2054.7701
CDH22	0.0000
PRELID2	94.2555
GATS	142.2545
DNAI1	3.0569
GPR158	6.1139
ELSPBP1	0.0000
RAI2	61.6482
PRPF40B	314.4771
NRIP2	43.8161
AP4E1	145.7139
FAM65A	1984.9701
LRRK1	37.1927
KCNQ1OT1	57.0628
PRSS41	0.0000
PAGE2B	0.0000
SNORD36C	0.0000
PSMB2	2380.3337
FLRT1	9.1708
GLG1	3585.7853
PCDHB16	93.2365
PPA1	2083.8110
TAF1A	22.4175
MSTO2P	156.3215
CSNK1G2	1360.3363
PRAMEF18	0.0000
KIAA0141	1366.4501
AVPR1A	0.0000
FBXL15	636.3521
KRT6C	4.5854
AMMECR1	26.4934
COX18	370.3987
LOC442459	0.5095
CKB	4234.3650
SLC9A9	53.4964
DNMT3L	0.5095
ST8SIA1	9.1708
JUNB	4444.7841
ABCA6	21.9080
MSI2	438.6702
NSUN7	73.8759
BAIAP2	7983.6556
IMPG2	1.5285
RASGEF1C	1.0190
RNASE12	0.0000
OR5AS1	0.0000
TBC1D12	146.2234
XRRA1	459.1823
LIG4	32.6073
FBXO32	609.3491
LRRC49	60.1197
LRRCC1	158.9606
RANBP6	459.0498
OR4N3P	0.0000
NCK2	176.2833
C1orf66	1023.5639
FLJ46361	0.0000
LRRK2	172.2074
C12orf56	0.5095
SACM1L	663.8645
DHX32	80.7082
MTHFD2L	144.6848
SYNGR3	9.6803
GNASAS	14.2657
NMUR1	9.6803
LOC90784	284.8045
CLEC2L	1.0190
CAMK2G	207.8716
LCE3A	0.0000
SOCS6	216.0234
INTU	37.7022
C7orf40	769.8382
C17orf47	1.5285
C1orf133	24.4555
DNM1	131.9577
CTNNBIP1	439.6892
GPATCH8	523.7549
AKAP6	32.6073
AKT1	3149.6625
NUDT5	2352.3118
TRIM61	1.0190
NENF	8808.5594
TEK	80.4993
FAM106A	0.0000
CLNS1A	1109.1581
SH3BP4	856.4514
KCTD11	759.6485
C1orf68	0.0000
ARHGEF19	55.0248
KCNE2	66.2336
TMEM125	928.2894
SQRDL	3385.0465
ALG2	401.9870
SCARNA8	0.0000
NCOA4	1110.6865
MAPK14	929.3084
VAV2	533.4352
BET3L	0.5095
PHB	14116.4183
C7orf51	34.1358
NPSR1	0.0000
NEFH	10.6993
ACSBG1	5.6044
POTEC	0.0000
DDX18	856.9609
RNF144B	580.3082
OR6C1	0.0000
C11orf87	0.0000
LCN9	0.0000
PWRN2	0.0000
FZD10	9.1708
ADPRHL2	968.0296
RPS15A	16836.5813
GOSR2	1353.7129
ACTL7A	0.0000
EPHB4	2734.9382
ATG16L2	221.0062
GALNT10	915.0427
PSMA5	2089.9249
FAM82A1	19.8701
QRICH2	75.9139
CNR2	1.0190
ZNF586	245.5585
SNORD75	0.0000
KRTAP21-1	0.0000
AGRP	0.0000
CYP2C8	1.5285
ZNF788	127.3723
C16orf48	800.4076
MAG	10.6993
ZNF79	56.5533
FANCE	114.1256
LMBR1L	533.4352
AMBP	0.0000
SOAT2	1.5285
ZFP106	617.5010
DNAJA1	3894.5357
DNAJC2	617.5978
AQP7	330.6585
FAM114A2	394.3447
TUBGCP6	718.3798
HOXD13	0.5095
LRRTM2	2.0380
C1QTNF8	2.5474
TPPP3	486.5622
KIAA1671	772.3857
LOC728392	106.9927
KDELR2	5684.3714
C9orf46	658.7696
NFATC2IP	729.5886
SUN2	3347.8538
LOC154822	1.5387
SNX3	1360.3363
DLG5	1747.5481
SSBP4	1396.0005
LOC389458	29.6064
C3orf26	992.9945
SRY	0.0000
HIST1H3E	0.0000
THEM4	521.7170
RBL1	19.8701
POFUT2	368.8702
PRAMEF1	0.0000
ZC3HC1	572.1564
RNFT1	240.9884
LHX6	106.4833
FAM55C	154.8847
UBE2E3	214.4950
HAR1A	494.3676
DHX38	1668.0678
AVL9	154.8847
PSENEN	4371.9271
NPAS2	305.1841
C1orf51	169.1504
AMY2A	1.0190
TMEM143	278.6906
MED19	381.0979
UBE2D4	311.1502
BREA2	8.6613
LY86	243.5359
MTVR2	0.0000
VAMP7	890.0777
ODF3	0.0000
RNF6	318.4308
C13orf33	162.0176
RYR1	4.5854
CAPN5	66.2336
CLEC16A	501.8469
CKS2	732.1360
GLCE	833.5244
TP53TG1	1903.4518
TMEM170A	267.4818
HBII-52-24	0.0000
C1QC	2219.3351
SLC45A4	247.6118
NAALADL2	13.7562
XKR6	1.5285
IL34	47.3825
CHMP2A	10633.0404
LOC400940	0.0000
CRAT	423.8950
C9orf119	951.7259
TMEM89	0.5095
GABRR2	0.0000
FLYWCH1	915.0427
PLEKHM1	760.6674
YPEL4	11.7183
GXYLT1	415.7432
NPEPL1	2072.0927
ATG4B	1081.1362
RARRES2	1869.3160
SH2D2A	130.4292
PFDN5	12014.7752
C14orf180	162.5271
GTF3A	8583.8747
TNFSF13	329.7669
DGKH	2.5474
ZNF33A	783.5944
PGCP	684.7535
PPM1G	5488.7276
PALM2	9.1708
SNORD109B	0.0000
PDAP1	4682.2061
EIF2AK3	460.0688
HMGCLL1	0.0000
GPRIN3	78.9708
RNF31	1352.1844
KRT9	0.0000
OR4F17	0.0000
NDUFA9	1427.5888
POM121L12	0.0000
SPTA1	0.0000
NARFL	1792.3831
LYZL6	0.0000
ZFP91	611.3871
SUPV3L1	422.3666
DCTN3	3717.7430
TMEM169	10.1898
GAGE13	0.0000
DIP2B	376.5125
SSX4	0.0000
HMX1	0.0000
HSF1	2605.1102
HRK	0.0000
NEURL	1675.7101
GUCA1A	3.5664
TGFBR1	482.9958
PRKCE	119.7300
WASL	923.7040
ALDH8A1	18.8511
RYR3	1.5285
MXRA5	1000.1274
PSMC3IP	435.7560
AADACL4	0.0000
TMEM87B	767.8003
SNORD91A	0.0000
C5orf28	129.4103
SIRT1	146.7329
ENO2	1258.9479
C19orf76	63.6862
BST2	23946.5036
MARVELD2	236.4030
ZNF490	207.3621
GPRC6A	0.0000
ELOVL3	1.5285
NR3C1	173.2263
BTG3	57.0628
BAGE2	0.0000
C19orf61	2079.7351
ELOVL5	2768.5645
MICAL2	481.9768
SLC30A6	52.9869
PIWIL2	0.0000
ZFYVE28	109.5402
RNPEP	8774.4236
TRIM69	4.0759
MYO15B	477.9009
BTNL9	137.0526
JAKMIP1	39.7402
HK2	1788.8167
MAGEH1	377.0220
CAMTA1	342.3768
EIF2B3	848.2996
ARHGAP29	123.8059
MON1B	631.2572
NOX1	5.0949
USP37	352.5666
CRIPT	508.4703
HSD11B1	51.9679
SLC26A5	5.6044
MRPL27	3359.0625
RUFY3	442.7461
GPR124	480.4484
THAP9	51.4584
MS4A5	0.0000
CCDC90B	430.5184
PREX1	5361.3552
POLE4	5438.2881
ECT2	586.9316
PABPC1L	131.9577
ODC1	619.5389
INTS9	436.6323
LOC650368	78.4613
HOXA11AS	15.2847
MED4	477.9009
CYP20A1	310.2789
PAFAH1B2	51.9679
ETAA1	210.9285
CASQ1	1.0190
KRT35	2.0380
KIAA0040	1793.9116
BHMT2	31.0788
AKAP4	0.0000
DCTD	1303.7830
CADM2	0.0000
CST2	38.2117
SGSM3	2125.5891
PPIAL4C	63.1767
SLIT1	1498.1888
NARS	1787.7977
IL17RB	572.1564
SH3KBP1	493.6951
ARHGEF12	817.7302
KANK4	132.4672
COL25A1	2.5474
SIRPD	0.0000
LHFP	264.9344
POU4F1	0.0000
PARP12	1142.7844
APLNR	2249.9045
C12orf54	0.0000
ACP1	2377.2768
C1RL	296.0132
MRPL49	1756.7189
CNTN1	0.5095
C9orf71	0.0000
TAP2	970.9234
PRR11	3.5664
GPRIN2	0.0000
RRM2B	371.9271
C17orf97	174.2453
HSD17B3	0.5095
UPK3A	0.5095
RNF126	1055.1522
PAK7	0.0000
GALNTL1	525.2834
NSMAF	369.8892
MSL3	175.2643
OR4N5	0.0000
AHNAK2	244.5548
TJP3	1071.9654
BTBD18	0.0000
MLLT10	231.3081
ZNF683	64.7051
ZNF367	78.4613
KIAA1712	168.6409
PLA2R1	127.3723
SULT1C2	0.5095
CSDE1	4517.1316
CEP76	54.5153
PRAMEF3	0.0000
DDX19A	758.7568
ZNHIT2	1375.6209
MID1IP1	436.6323
FIGNL2	9.6803
LOC127841	6.6234
OR4Q3	0.0000
AMACR	620.5579
MRAP2	6.6234
DDX11L2	33.1168
IRS2	508.9797
TBX2	219.0804
TBR1	0.0000
RELB	1035.2821
ZNF584	227.7417
C21orf63	144.1855
TNFAIP6	65.7241
C14orf21	278.1811
GDPD5	472.2965
GREB1L	13.7562
SULT6B1	0.0000
KIAA0355	263.9154
PGLYRP3	0.5095
AHCYL1	1462.2341
MYT1	171.6979
KDM2A	810.5974
APITD1	262.3207
MYC	1027.1303
CD164L2	0.0000
OC90	0.0000
HDGF	12249.1402
TPRA1	1874.4109
TRMT1	1385.8107
C1QTNF9	6.6234
RABEPK	603.7447
TRIM6-TRIM34	0.0000
RB1	268.5008
GPRC5B	146.7329
GPR50	0.0000
C14orf129	494.2046
ZNF70	78.4613
PROP1	0.0000
LCP2	125.3344
CT47A7	0.0000
PLEK2	36.1737
OR4D5	0.0000
LMO3	33.6263
MRPL43	1754.6809
ACAD9	1423.4620
TTC35	1450.5159
LRRC26	38.7212
PSMB6	3401.3501
ENTPD5	34.4568
B3GALT5	0.0000
TIGD4	0.0000
CFHR3	0.5095
CYP2R1	240.9884
CCNDBP1	1009.2982
C2CD2	591.0075
CCDC144C	0.0000
AQR	366.8323
IP6K2	2316.1381
ATP6AP1	15633.1677
BICD2	228.7607
IER3IP1	1590.6254
KIAA0146	656.7316
OTUD7A	29.0409
HRH2	19.3606
ITPKA	239.4599
SLC16A12	0.0000
FBXO10	123.8161
NDUFS7	4911.9195
S100A5	10.1898
GPR179	0.0000
OR3A2	0.0000
C3orf54	110.0497
WDR5B	259.3300
FEZ2	1172.8442
MMACHC	158.4512
ITM2A	119.2205
TREX2	2.2825
HDGFRP3	735.7025
HIST1H2BD	903.8339
NUCKS1	7787.5430
ZNF837	122.7869
SCN1B	967.5201
ZNF608	15.7942
SLC48A1	1227.3596
IGF2AS	4.0759
WDR77	774.9331
ZC3H12D	2.0380
EML5	56.0438
OR5P3	0.0000
DTX1	95.2745
C11orf54	266.4629
CLDN8	0.5095
OSM	30.0599
CALCOCO2	2759.9032
AURKC	5.6044
SYT3	0.0000
OSBPL6	452.4264
BECN1	2751.3947
HOXC11	16.8131
KCTD16	2.5474
CLPTM1	4906.8908
MBD3	5321.6151
P2RY8	82.0278
FAM110B	232.3271
MPPED2	303.1461
TRIM59	124.1676
CAB39L	142.6570
NCRNA00116	1107.1201
C17orf59	596.6119
CA7	0.0000
KLHL38	2.5474
?	2.0380
CATSPERB	2.0380
ORC5L	628.7097
SNORD87	0.0000
SOX21	1.0190
GCAT	1936.0591
HMX3	0.0000
HLA-B	39829.7593
SOX12	2259.5848
ARHGEF10	179.8497
THOC1	281.7475
IRX1	11.7183
C14orf101	468.7301
WASH7P	1806.1393
CLEC5A	28.5314
ATP5G1	4744.8733
GPR120	5.0949
COL4A6	28.5314
CXCL1	2.5474
DCAF12L1	0.0000
MEF2C	174.7548
TAOK3	343.9052
SBK2	0.0000
C1orf144	1749.0766
TXNDC15	1801.0445
D4S234E	1.5285
SPG7	1975.7993
KLHL8	59.1008
ALMS1P	2.0380
C1orf91	242.5169
TXN	3170.0420
C10orf46	502.8659
ZIC5	0.0000
C14orf48	0.0000
OLR1	205.3242
NAB2	947.6500
GGCX	888.0397
FOXD4L2	0.5095
NXT2	86.1037
FAHD1	1368.4881
LOC157627	0.0000
AMPD2	779.0090
HCG11	47.8920
CASZ1	424.9140
DLX2	0.0000
SARDH	20.8891
VWC2L	0.0000
UBE2Q1	2435.3586
LRRN4CL	71.8380
GDF5	9.1708
CRELD2	2686.5367
OR8H1	0.0000
GOLGA6L10	3.5664
SEMA3C	193.6059
TMEM69	262.8964
EGR1	1827.0284
DMRTB1	0.0000
SEPT1	233.8556
EIF5	2949.9427
GRAPL	1.6915
RHAG	0.0000
ZSWIM3	110.0497
LMOD2	0.0000
C12orf49	404.0250
NSMCE1	5334.8618
TAC4	0.0000
ZNF318	308.2410
ACTL6A	773.4047
TMCC3	48.4015
FLJ25758	0.0000
ZNF41	29.0409
FRRS1	0.0000
MGC27382	0.0000
SNORD32A	0.0000
PMCHL2	0.0000
ALKBH3	463.6352
PRDM16	6.6234
SNORA18	0.0000
PRPF38A	558.4002
ZBTB2	334.7344
CASC4	1446.9494
H2AFY2	60.6292
DISC1	25.9840
DAG1	3987.7723
CDON	566.0425
DHRS4	2460.2522
ZNF143	109.5402
PHF19	595.5929
ABLIM1	915.5522
TES	110.5592
SLC15A2	8.1518
TAF4	151.3183
BHMT	1.0190
GATC	10.1898
TREM2	770.8572
KGFLP1	1.5285
S100A11	9628.3276
ODF3B	449.8790
CHCHD8	1216.6603
ACER3	100.3694
SNORD125	0.0000
ABCC11	10.1898
FBXO21	549.7389
RSPRY1	47.3825
SIRT4	19.3606
RBBP6	612.4061
MAPK13	1787.2882
MYOM1	30.5694
SYNC	1661.7501
GFI1	4.5854
CTSK	3168.5136
NRBF2	141.6380
ZNF638	1253.8530
CR1L	0.0000
CHIT1	18.3416
POTEG	0.0000
C20orf24	2134.2504
PRR14	1163.1639
PGBD5	48.9110
GRB10	592.0265
C7orf43	347.9811
FAM174A	914.0237
CDC37L1	370.9082
TIPIN	177.8117
BCL2L1	2248.3760
C11orf67	847.7901
ABHD5	785.1229
CD37	258.8205
ZNF24	1663.4824
ANAPC4	351.5476
SPATA21	0.0000
EDAR	0.0000
AFM	0.0000
LOC90586	0.0000
C12orf36	0.0000
SLC10A1	0.0000
SNX8	846.7711
C20orf132	11.7183
C3orf35	4.5854
SNAR-A3	0.0000
HS2ST1	342.8863
NCAM2	2.0380
KIF25	8.6613
ARL9	35.1548
TMC7	108.0117
OR7A10	0.0000
TFPI	169.1504
ADAMTSL2	370.9082
ASGR2	4.5854
ASF1A	127.8818
NBR2	346.9622
LRRC48	17.8321
POP7	1569.7363
LOC100289341	150.8088
SLC35F4	0.0000
TCP1	2871.2215
CYP1A2	0.0000
NCRNA00152	746.9112
OPN3	516.0667
HSD17B4	943.0646
GIYD2	985.4541
CETN1	0.0000
FBXO30	87.6321
FARP2	114.6351
SNRPF	1496.3699
C10orf25	21.9080
PRAMEF9	0.0000
C1orf150	0.0000
C5AR1	262.3870
ANKLE1	3.0569
C6orf1	1312.9538
RBX1	2631.7361
FAM21A	18.5862
CDCA7L	628.7097
YSK4	0.0000
DRD1	0.0000
ACTBL2	0.0000
C17orf58	671.5068
TAS2R16	0.0000
KLHL2	94.7650
CAPRIN1	2264.1702
LOC729799	0.5095
PYCARD	845.2426
PEX6	1856.0693
CETP	23.9460
C20orf26	2.0380
DOK1	2408.3556
NLRP11	0.0000
LOC283267	65.2146
MYO1E	1556.4896
ERF	863.5843
MYADM	3198.0639
C21orf82	10.6993
SAP130	471.7870
CSAG2	0.0000
MRPS24	3644.8860
C6orf192	153.3563
RAB6C	29.0409
SPDYE5	0.5095
TMEM200C	0.0000
PPP4R2	42.7971
GGN	3.0569
MAP3K10	474.8440
RNF170	185.9636
TCF7	48.9110
MAP3K6	520.6980
MSTN	1.5285
GPS1	5941.6635
ZNF570	16.8131
DHRSX	795.8222
NFIX	1130.5566
HDHD1A	381.0979
RPL13AP17	0.0000
PMS2	770.8572
MTHFD1	2252.5283
ZNF813	9.1708
DTNA	14.7752
CCRL2	403.5155
OR2M2	0.0000
RIOK3	723.4747
CD5L	2.0380
PGLYRP4	0.0000
SELO	1404.1523
TAF1	127.3723
TRIM72	0.0000
CD55	1799.0065
PLEKHG7	0.0000
KCTD18	121.7679
ACTA2	4968.5951
C16orf55	396.3826
C9orf25	390.7782
ADORA1	3950.0701
CHRM1	3.5664
DHRS11	599.6688
OR10A7	0.0000
TMEM141	2241.7526
XKRY2	0.0000
LDB1	712.7754
C11orf71	279.7096
NID1	649.5988
MSH3	242.3233
ZNF444	1633.4225
ING2	256.2731
MUM1L1	48.9110
SEPT7	1281.8749
NR2E1	0.0000
AZGP1	25592.1539
MCC	422.3666
SPCS2	596.1024
GRHL2	499.2995
LOC441089	55.5343
QRFPR	0.0000
OTX2	0.0000
GRIN2A	0.0000
LDLRAP1	798.8791
ADM2	240.9884
CKLF	962.4252
MINA	567.0564
ALDH1L2	60.1197
EPHB2	115.6541
GRID1	12.7372
OSTCL	1.0190
AP1G2	2402.0074
CMTM4	549.2294
LOC401093	44.3256
PRKCG	1.5285
SPANXN5	0.0000
PIM3	4365.8133
ARL8A	2018.0869
PRPF19	2875.5573
NQO1	7040.1223
TGS1	226.7227
RMI1	94.2555
SFRS2	2452.0545
ZG16	0.0000
PAOX	267.9913
CDC42	2876.5762
CHD9	304.6746
C2orf42	170.1694
LOC285733	1.0190
C14orf119	1499.9363
CDS1	460.5783
CDC14A	10.6993
MRPL13	1786.7788
RNU4ATAC	0.0000
AADACL2	0.0000
C20orf200	0.0000
ZNF516	149.2803
NT5C1A	0.0000
FCHO1	33.1168
CDKL5	0.0000
MTMR12	568.0805
IQCJ	0.0000
LOC100133920	0.0000
CYP27B1	82.5373
SH3GLB2	1585.0210
TMCC2	17.3226
NPDC1	7344.2874
